,name,population_amount
977,Jett,7865.0
978,Mitchel,7863.0
979,Addison,7848.0
980,Ulises,7846.0
1357,Ashlie,7836.0
981,Heriberto,7829.0
1358,Liberty,7802.0
1359,Annabel,7799.0
1360,Denice,7794.0
1361,Cori,7790.0
1362,Hester,7780.0
982,Asa,7762.0
983,Kolby,7722.0
984,Domenic,7721.0
1363,Danette,7721.0
985,Augustine,7720.0
1364,Mandi,7705.0
986,Scottie,7703.0
1365,Judi,7702.0
987,Mekhi,7688.0
1366,Shantel,7678.0
1367,Lelia,7674.0
1368,Karli,7674.0
1369,Marva,7666.0
988,Deven,7664.0
989,Wilburn,7664.0
990,Shelton,7663.0
1370,Ayana,7663.0
1371,Anaya,7661.0
991,Jaylon,7658.0
992,Izaiah,7628.0
1372,Roxana,7628.0
993,Zayden,7619.0
1373,Chastity,7618.0
1374,Kaylynn,7606.0
1375,Manuela,7606.0
1376,Gisselle,7596.0
1377,Debby,7594.0
1378,Alena,7593.0
1379,Madge,7590.0
1380,Haylie,7589.0
1381,Karly,7588.0
994,Erich,7588.0
995,Cohen,7581.0
996,Gonzalo,7576.0
997,Augustus,7565.0
1382,Valencia,7555.0
1383,Kadence,7550.0
998,Cristopher,7527.0
1384,Charles,7523.0
1386,Latrice,7508.0
1385,Louella,7508.0
1387,Marlys,7507.0
999,Jadon,7491.0
1000,Tristin,7485.0
1388,Bennie,7482.0
1389,Marlee,7471.0
1390,Kelsi,7470.0
1391,Milagros,7470.0
1392,Catrina,7469.0
1393,Alfreda,7455.0
1001,Vern,7452.0
1394,Kori,7450.0
1395,Bertie,7440.0
1396,Twila,7435.0
1002,Cleo,7433.0
1003,Elisha,7427.0
1397,Retha,7422.0
1398,Amya,7407.0
1399,Annamarie,7394.0
1004,Booker,7386.0
1005,Denzel,7380.0
1400,Gussie,7379.0
1006,Jairo,7366.0
1401,Dionne,7355.0
1402,Deidra,7331.0
1403,Gilda,7329.0
1404,Haven,7326.0
1405,Amalia,7325.0
1406,Lacie,7324.0
1407,Karlie,7318.0
1007,Muhammad,7316.0
1008,Reggie,7310.0
1408,Savanah,7304.0
1409,Deann,7304.0
1410,Katelin,7295.0
1009,Bernardo,7283.0
1411,Jesse,7278.0
1412,Claudine,7259.0
1413,Farrah,7259.0
1414,Kacey,7254.0
1415,Justina,7243.0
1416,Shea,7242.0
1417,Amani,7241.0
1418,Kennedi,7216.0
1419,Arabella,7206.0
1011,Cornell,7201.0
1010,Alden,7201.0
1421,Marybeth,7198.0
1420,Lisette,7198.0
1422,Unknown,7191.0
1423,Griselda,7186.0
1425,Brook,7184.0
1424,Isla,7184.0
1426,Laney,7162.0
1427,Tisha,7155.0
1428,Skyla,7144.0
1012,Dirk,7143.0
1429,Isabela,7137.0
1430,Lakesha,7133.0
1431,Cherry,7132.0
1432,Karrie,7131.0
1013,Major,7120.0
1014,Raymundo,7119.0
1433,Lidia,7113.0
1434,Jolie,7106.0
1015,Ibrahim,7092.0
1016,Basil,7087.0
1435,Kitty,7084.0
1017,Robby,7080.0
1436,Racheal,7079.0
1437,Felicity,7079.0
1018,Karson,7076.0
1438,Shyanne,7073.0
1439,Essence,7072.0
1019,Talon,7069.0
1020,Daren,7063.0
1440,Vonda,7057.0
1021,Dusty,7051.0
1022,Vince,7048.0
1441,Lilah,7048.0
1023,Chaz,7046.0
1442,Aracely,7028.0
1443,Maegan,7026.0
1024,Kane,7023.0
1444,Jaimie,7018.0
1025,Hiram,7005.0
1445,Nakia,7002.0
1446,Tera,6995.0
1026,Dudley,6974.0
1027,Rohan,6972.0
1028,Johan,6972.0
1029,Nathanial,6965.0
1447,Ansley,6956.0
1448,Marlena,6954.0
1030,Mervin,6932.0
1449,Arely,6923.0
1031,Brycen,6920.0
1032,Jovan,6915.0
1450,Dylan,6901.0
1451,Maeve,6886.0
1452,Amiyah,6885.0
1453,Alysha,6872.0
1033,Maverick,6864.0
1034,Hershel,6830.0
1454,Berniece,6829.0
1036,Darien,6828.0
1035,Cortez,6828.0
1455,Jaiden,6819.0
1456,Fabiola,6819.0
1037,Unknown,6813.0
1457,Sandi,6809.0
1458,Zoie,6807.0
1038,Jerrod,6805.0
1459,Tiffanie,6804.0
1039,Tyrese,6800.0
1460,Delois,6793.0
1461,Ali,6784.0
1462,Christopher,6773.0
1040,Alonso,6769.0
1463,Shellie,6757.0
1464,Lorelei,6752.0
1465,Letitia,6749.0
1466,Ally,6743.0
1467,Zelda,6740.0
1468,Georgie,6733.0
1041,Kennith,6733.0
1042,Lanny,6729.0
1043,Luciano,6729.0
1469,Maliyah,6728.0
1044,Alphonse,6725.0
1470,Aylin,6717.0
1471,Adelyn,6716.0
1045,Chaim,6710.0
1046,Nestor,6704.0
1047,Fletcher,6703.0
1048,Lavern,6702.0
1472,Laci,6702.0
1049,Gideon,6690.0
1473,Alycia,6689.0
1050,Carmelo,6688.0
1051,Jaydon,6680.0
1052,German,6678.0
1474,Annalise,6674.0
1475,Hana,6662.0
1053,Shayne,6655.0
1476,Evangelina,6650.0
1477,Amara,6649.0
1478,Maudie,6646.0
1054,Kristofer,6636.0
1479,Lizeth,6635.0
1055,Winfred,6602.0
1480,Christal,6574.0
1481,Pansy,6572.0
1482,Belen,6560.0
1483,Ofelia,6553.0
1484,Journey,6536.0
1485,Kallie,6521.0
1056,Dashawn,6516.0
1486,Zaria,6515.0
1057,Cyril,6514.0
1487,Robbin,6513.0
1488,Jaida,6506.0
1489,Elouise,6501.0
1058,Hassan,6497.0
1059,Jacoby,6488.0
1060,Patsy,6479.0
1490,Freida,6479.0
1491,Danika,6475.0
1492,Jazmyn,6468.0
1061,Devante,6465.0
1493,Caren,6461.0
1494,Misti,6440.0
1062,Jamaal,6439.0
1063,Elmo,6430.0
1495,Bobby,6428.0
1496,Iona,6427.0
1064,Shirley,6426.0
1497,Monika,6396.0
1065,Estevan,6387.0
1066,Layne,6383.0
1498,Mina,6382.0
1067,Earle,6374.0
1499,Kasandra,6373.0
1500,Christiana,6365.0
1068,Valentin,6358.0
1501,Kaci,6351.0
1502,Rowan,6343.0
1069,Daquan,6341.0
1503,Yazmin,6337.0
1504,Reina,6335.0
1505,Liz,6334.0
1506,Lorri,6333.0
1070,Brennen,6332.0
1507,Mireya,6315.0
1508,Shakira,6313.0
1071,Davin,6310.0
1509,Alexandrea,6291.0
1072,Jax,6291.0
1510,Corey,6284.0
1073,Julien,6257.0
1074,Nico,6251.0
1511,Doretha,6246.0
1512,Gemma,6238.0
1075,Gianni,6227.0
1076,Randell,6225.0
1513,Lissette,6222.0
1514,Luanne,6220.0
1515,Tillie,6217.0
1516,Roselyn,6204.0
1077,Claud,6204.0
1517,Estela,6202.0
1078,Federico,6193.0
1079,Wilford,6182.0
1518,Dessie,6180.0
1519,Merry,6163.0
1080,Herschel,6158.0
1520,Patience,6155.0
1081,Sandy,6150.0
1521,Johnna,6143.0
1522,Cherish,6140.0
1523,Natalee,6139.0
1525,Celine,6133.0
1524,Anabel,6133.0
1526,Kimora,6131.0
1527,Alysia,6130.0
1082,Eloy,6126.0
1528,Joslyn,6120.0
1529,Fallon,6120.0
1530,Sydnee,6119.0
1531,Elliana,6112.0
1083,Sage,6111.0
1084,Deonte,6100.0
1532,Portia,6098.0
1085,Matteo,6093.0
1533,Leota,6087.0
1534,Kayley,6086.0
1535,Madonna,6083.0
1536,Suzan,6067.0
1086,Armani,6065.0
1537,Brisa,6059.0
1538,Kristyn,6051.0
1087,Eliseo,6047.0
1539,Scarlet,6046.0
1540,Kirstin,6044.0
1088,Erin,6042.0
1541,Dinah,6037.0
1542,Lorine,6033.0
1543,Dallas,6007.0
1089,Gail,6007.0
1544,Berenice,5995.0
1090,Beckett,5969.0
1091,Theron,5965.0
1092,Rod,5963.0
1093,Tylor,5959.0
1545,Roxann,5956.0
1094,Alva,5953.0
1095,Rico,5952.0
1546,Margot,5924.0
1547,Raina,5918.0
1548,Alia,5914.0
1096,Tracey,5914.0
1097,Zechariah,5913.0
1098,Rob,5901.0
1549,Iesha,5901.0
1550,Aliya,5889.0
1099,Keon,5888.0
1551,Leta,5887.0
1552,Antionette,5881.0
1553,Paloma,5880.0
1554,Kerrie,5880.0
1100,Dario,5877.0
1101,Bo,5868.0
1555,Shonda,5864.0
1556,Karol,5863.0
1102,Landyn,5856.0
1557,Adelina,5852.0
1558,Ryann,5843.0
1559,Destiney,5836.0
1560,Caylee,5825.0
1561,Aurelia,5823.0
1562,Lashawn,5821.0
1563,Philomena,5818.0
1564,Treva,5814.0
1103,Antony,5807.0
1565,Katarina,5797.0
1104,Mikel,5786.0
1105,Rolland,5786.0
1106,Bradly,5785.0
1107,Stephon,5783.0
1566,Jaycee,5769.0
1568,Destini,5763.0
1567,Melodie,5763.0
1569,Delphine,5762.0
1108,Dino,5761.0
1570,Stevie,5759.0
1571,Kendal,5752.0
1109,Remington,5751.0
1110,Rodrick,5750.0
1572,Chandler,5747.0
1111,Brodie,5747.0
1573,Jaliyah,5746.0
1574,Socorro,5741.0
1112,Michel,5739.0
1575,Marcela,5730.0
1576,Carli,5729.0
1577,Catharine,5729.0
1579,Kaya,5720.0
1578,Pattie,5720.0
1113,Odis,5710.0
1580,Giuliana,5705.0
1114,Jabari,5700.0
1581,Halie,5697.0
1582,Nan,5689.0
1583,Patrica,5685.0
1584,Amina,5659.0
1585,Vivienne,5658.0
1586,Yessenia,5650.0
1587,Myah,5646.0
1588,Rubi,5640.0
1589,Alex,5637.0
1590,Elida,5637.0
1591,Adalynn,5631.0
1115,Marcelo,5624.0
1592,Shanda,5622.0
1593,Rayna,5621.0
1594,Jaylynn,5621.0
1595,Joseph,5619.0
1596,Winona,5611.0
1597,Ione,5608.0
1598,Aryanna,5600.0
1599,Yareli,5599.0
1600,Kaia,5594.0
1601,Jayleen,5594.0
1602,Aja,5593.0
1116,Isidro,5583.0
1117,Coby,5556.0
1603,Beryl,5549.0
1118,Everette,5547.0
1604,Kianna,5542.0
1119,Efren,5542.0
1605,Chantal,5540.0
1120,Lenard,5538.0
1121,Braylen,5530.0
1122,Alijah,5521.0
1606,Addisyn,5519.0
1607,Yaretzi,5510.0
1123,Dominik,5510.0
1125,Misael,5500.0
1124,Mariano,5500.0
1609,Salma,5493.0
1608,Giana,5493.0
1126,Marques,5493.0
1610,Celestine,5487.0
1127,Cordell,5486.0
1611,Holli,5483.0
1612,Kia,5479.0
1128,Royal,5472.0
1613,Tamela,5472.0
1614,Brylee,5469.0
1129,Darrius,5466.0
1615,Evie,5457.0
1130,Dannie,5455.0
1616,Sarina,5443.0
1617,Kamila,5436.0
1618,Aiyana,5431.0
1619,Jaylin,5429.0
1620,Finley,5428.0
1621,Kyle,5425.0
1131,Mackenzie,5420.0
1622,Wilhelmina,5403.0
1623,Jeanna,5400.0
1624,Kayden,5397.0
1625,Augusta,5395.0
1626,Xiomara,5393.0
1627,Abril,5374.0
1628,Brigitte,5363.0
1132,Omari,5360.0
1133,Tod,5358.0
1629,Millicent,5358.0
1630,Zariah,5353.0
1134,Raheem,5350.0
1631,Zella,5348.0
1632,Latosha,5344.0
1135,Freeman,5342.0
1633,Cristy,5340.0
1136,Carol,5336.0
1634,Dottie,5322.0
1137,Adriel,5321.0
1635,Oma,5319.0
1636,Kenna,5311.0
1138,Judson,5311.0
1637,Audrina,5307.0
1638,Andria,5306.0
1639,Birdie,5305.0
1641,Maurine,5300.0
1640,Kala,5300.0
1642,Iola,5295.0
1139,Garth,5287.0
1643,Shameka,5269.0
1644,Rowena,5254.0
1645,Kenia,5252.0
1646,Kaliyah,5241.0
1647,Dahlia,5238.0
1648,Richelle,5235.0
1140,Jamarion,5233.0
1649,Sharyn,5233.0
1650,Allene,5232.0
1651,Cindi,5229.0
1652,Anabelle,5225.0
1653,Montana,5224.0
1654,Myla,5223.0
1141,Kole,5213.0
1142,Kenton,5210.0
1655,Stacia,5209.0
1143,Austen,5208.0
1144,Darrick,5205.0
1145,Stan,5205.0
1146,Ronan,5199.0
1656,Kami,5192.0
1657,Emmalee,5191.0
1147,Keagan,5184.0
1658,Kisha,5169.0
1659,Tosha,5166.0
1660,Renita,5156.0
1661,Jacquelin,5146.0
1148,Genaro,5146.0
1662,Yaritza,5138.0
1663,Leora,5137.0
1664,Rosalee,5136.0
1665,Devyn,5129.0
1149,Brant,5128.0
1666,Dayanara,5128.0
1667,Shaniya,5124.0
1150,Giancarlo,5121.0
1668,George,5121.0
1669,Flor,5111.0
1670,Darleen,5106.0
1671,Kalyn,5090.0
1672,Tana,5082.0
1673,Tonja,5082.0
1674,Lucretia,5072.0
1675,Joana,5065.0
1676,Starr,5064.0
1677,Bree,5064.0
1151,Lawson,5055.0
1152,Dandre,5047.0
1678,Elvia,5038.0
1153,Ryland,5038.0
1154,Cale,5036.0
1156,Lon,5023.0
1155,Jacques,5023.0
1679,Sherlyn,5023.0
1157,Alessandro,5011.0
1681,Danita,5010.0
1680,Jaylene,5010.0
1682,Lucero,5004.0
1683,Aleena,5003.0
1158,Enzo,5002.0
1684,Aliza,5001.0
1686,Asha,4997.0
1685,Richard,4997.0
1687,Venus,4986.0
1688,Eboni,4986.0
1689,Pamala,4985.0
1159,Dangelo,4979.0
1690,Vernell,4976.0
1691,Karley,4970.0
1160,Hank,4969.0
1161,London,4968.0
1162,Broderick,4965.0
1693,Alene,4963.0
1692,Madalynn,4963.0
1694,Tawana,4957.0
1695,Litzy,4948.0
1163,Braiden,4945.0
1164,Francesco,4941.0
1165,Wilton,4940.0
1696,Evelin,4939.0
1697,Rivka,4938.0
1698,Geri,4936.0
1166,Karter,4933.0
1167,Orval,4931.0
1699,Gracelyn,4916.0
1168,Keven,4914.0
1700,Belle,4906.0
1701,Elda,4905.0
1169,Vincenzo,4901.0
1170,Kason,4888.0
1702,Veda,4885.0
1703,Lexus,4881.0
1704,Taliyah,4875.0
1705,Lainey,4874.0
1706,Demi,4867.0
1707,Candi,4864.0
1708,Shelli,4860.0
1709,Rubye,4859.0
1710,Harriette,4858.0
1711,Jamila,4851.0
1712,Alesha,4850.0
1171,Lupe,4847.0
1713,Theodora,4844.0
1172,Jerrold,4841.0
1714,Reta,4834.0
1715,Ashely,4833.0
1173,Samir,4825.0
1174,Normand,4818.0
1716,Brittni,4813.0
1175,Ivory,4810.0
1177,Cristobal,4809.0
1176,Foster,4809.0
1717,Saniya,4809.0
1718,Denisse,4807.0
1719,Jaylah,4805.0
1178,Edwardo,4801.0
1720,Charlee,4799.0
1721,Dorris,4795.0
1722,Daria,4793.0
1723,Jaelynn,4782.0
1724,Malissa,4781.0
1725,Enid,4779.0
1179,Yosef,4773.0
1726,Luciana,4773.0
1727,Jacey,4756.0
1180,Arnulfo,4755.0
1728,Raelynn,4754.0
1729,Renata,4744.0
1730,Jaunita,4743.0
1731,Oralia,4738.0
1732,Germaine,4736.0
1181,Buster,4731.0
1733,Brynlee,4728.0
1734,Armani,4728.0
1182,Travon,4724.0
1736,Peggie,4722.0
1735,Dorene,4722.0
1183,Jamil,4719.0
1737,Dortha,4716.0
1738,Tessie,4714.0
1184,Josef,4713.0
1739,Lyndsay,4712.0
1740,Estefania,4712.0
1185,Errol,4707.0
1741,Darian,4696.0
1186,Paris,4687.0
1742,Roseanne,4685.0
1743,Mckinley,4684.0
1744,Vada,4682.0
1745,Braelyn,4682.0
1187,Dillan,4680.0
1746,Kayli,4679.0
1747,Unique,4665.0
1748,Jakayla,4655.0
1749,Marjory,4654.0
1750,Noelia,4644.0
1188,Barton,4644.0
1189,Darion,4643.0
1751,Suzanna,4641.0
1752,Anais,4640.0
1753,Laureen,4619.0
1754,Lilyana,4618.0
1755,Imelda,4617.0
1756,Lauretta,4615.0
1190,Cason,4614.0
1757,Sariah,4610.0
1191,Baby,4604.0
1758,Ariella,4603.0
1759,Laquita,4601.0
1760,Delma,4599.0
1761,Maryam,4599.0
1762,Sammie,4598.0
1192,Shaquille,4598.0
1763,Amiya,4595.0
1764,Jalisa,4592.0
1765,Britany,4591.0
1766,Lolita,4589.0
1767,Sharonda,4587.0
1193,Huey,4584.0
1768,Toby,4583.0
1194,Iker,4581.0
1769,Allyssa,4581.0
1195,Santino,4577.0
1196,Emmitt,4576.0
1197,Kale,4572.0
1770,Khadijah,4571.0
1771,Ivonne,4564.0
1772,Elana,4548.0
1198,Donavan,4540.0
1773,Siobhan,4540.0
1199,Ferdinand,4536.0
1774,Siena,4535.0
1200,Milford,4534.0
1775,Shanika,4531.0
1201,Lazaro,4528.0
1776,Jackeline,4526.0
1777,Miah,4524.0
1202,Dimitri,4524.0
1778,Dania,4520.0
1203,Fredric,4518.0
1204,Xzavier,4515.0
1779,Jacquline,4512.0
1205,Emile,4511.0
1780,Charla,4505.0
1781,Monserrat,4494.0
1782,Vanesa,4487.0
1783,Maryjo,4486.0
1206,Arjun,4484.0
1207,Alexandro,4481.0
1784,Kinsey,4480.0
1785,Chiquita,4475.0
1209,Jules,4473.0
1208,Danial,4473.0
1787,Alysa,4472.0
1786,Alvina,4472.0
1788,Kristian,4469.0
1210,Bernie,4467.0
1211,Adonis,4466.0
1789,Ima,4464.0
1790,Yoselin,4457.0
1212,Aurelio,4456.0
1213,Matias,4455.0
1791,Daniel,4455.0
1792,Linnea,4440.0
1794,Starla,4439.0
1793,Ami,4439.0
1795,Alesia,4436.0
1796,Margret,4427.0
1797,Rihanna,4425.0
1214,Giovanny,4422.0
1798,Erna,4422.0
1215,Rey,4410.0
1216,Hoyt,4408.0
1799,Averie,4407.0
1800,Shaylee,4401.0
1801,Annetta,4400.0
1802,Nathaly,4399.0
1803,Kaela,4398.0
1217,Tyron,4393.0
1804,Keyla,4393.0
1805,Eloisa,4390.0
1806,Shyann,4385.0
1807,Johana,4378.0
1218,Tristian,4376.0
1808,Lona,4374.0
1219,Shea,4370.0
1220,Rogers,4366.0
1221,Cliff,4365.0
1809,Dovie,4363.0
1222,Demario,4361.0
1810,Michell,4355.0
1811,Phoenix,4348.0
1223,Delmer,4338.0
1812,Vida,4337.0
1224,Bud,4334.0
1225,Nash,4332.0
1226,Edgardo,4329.0
1813,Astrid,4326.0
1227,Eliezer,4323.0
1228,Arron,4315.0
1814,Lyn,4311.0
1815,Pearline,4306.0
1816,Maleah,4305.0
1818,Zara,4304.0
1817,Carson,4304.0
1819,Elyssa,4295.0
1229,Daron,4294.0
1230,Devyn,4294.0
1820,Kaylah,4290.0
1821,Sherrill,4289.0
1231,Draven,4286.0
1232,Hyman,4285.0
1233,Mckinley,4279.0
1822,Myrtis,4271.0
1823,Shaniqua,4270.0
1234,Giovani,4264.0
1824,Gabriel,4264.0
1235,Adrien,4263.0
1825,Krysta,4263.0
1236,Kellan,4262.0
1826,Mira,4255.0
1827,Yajaira,4254.0
1828,Antonette,4253.0
1829,Velda,4253.0
1830,Madilynn,4251.0
1831,Maira,4247.0
1237,Rashawn,4243.0
1832,Saniyah,4243.0
1238,Keshawn,4240.0
1239,Cletus,4235.0
1240,Justus,4232.0
1833,Shante,4231.0
1241,Bronson,4231.0
1834,Darby,4224.0
1835,Jamya,4219.0
1836,Nikole,4219.0
1837,Sarahi,4214.0
1838,Kaylen,4211.0
1839,Danelle,4207.0
1242,Olin,4200.0
1840,Alyse,4194.0
1243,Marcelino,4193.0
1244,Kip,4187.0
1841,Syble,4186.0
1842,Jaidyn,4181.0
1843,Coral,4180.0
1245,Jorden,4179.0
1246,Akeem,4174.0
1247,Felton,4170.0
1248,Kamden,4157.0
1252,Jed,4153.0
1251,Kian,4153.0
1250,Sol,4153.0
1249,Jovani,4153.0
1844,Mariann,4152.0
1253,Lucian,4152.0
1254,Messiah,4145.0
1845,Shyla,4139.0
1846,Abigayle,4132.0
1255,Ellsworth,4131.0
1256,Jamey,4128.0
1257,Kamari,4123.0
1847,Katlin,4123.0
1848,Corrie,4119.0
1849,Baby,4117.0
1258,Leopoldo,4115.0
1850,Saige,4111.0
1259,Isai,4109.0
1851,Gertie,4103.0
1260,Jamarcus,4101.0
1852,Jeana,4100.0
1262,Garrison,4097.0
1261,Aric,4097.0
1853,Donnie,4093.0
1854,Nylah,4093.0
1856,Stefani,4090.0
1855,Fanny,4090.0
1263,Cedrick,4088.0
1857,Davina,4080.0
1858,Ruthann,4072.0
1859,Jaylee,4069.0
1265,Antwon,4068.0
1264,Milan,4068.0
1266,Kenyon,4064.0
1860,Ivory,4064.0
1861,Keshia,4062.0
1862,Valorie,4060.0
1863,Kaycee,4060.0
1864,Shamika,4055.0
1267,Andreas,4052.0
1865,Georgianna,4050.0
1269,Columbus,4047.0
1268,Benedict,4047.0
1866,Ernestina,4042.0
1270,Korbin,4040.0
1271,Atticus,4038.0
1273,Demond,4037.0
1272,Hamza,4037.0
1274,Nicky,4029.0
1867,Leonor,4028.0
1275,Rhys,4027.0
1868,Salina,4019.0
1869,Drew,4017.0
1871,Lue,4015.0
1870,Barbra,4015.0
1276,Burl,4012.0
1872,Chanda,4011.0
1277,Oswaldo,4010.0
1874,Bryana,4009.0
1873,Maren,4009.0
1875,Selah,4007.0
1278,Kamron,4006.0
1279,Shamar,4002.0
1280,Uriah,3999.0
1876,Vikki,3997.0
1281,Semaj,3993.0
1878,Ardis,3992.0
1877,Kaiya,3992.0
1282,Coty,3989.0
1283,Camren,3988.0
1879,Verda,3984.0
1880,Frida,3981.0
1881,Shiloh,3976.0
1882,Nyasia,3976.0
1883,Vickey,3975.0
1884,Nelly,3973.0
1885,Clementine,3973.0
1284,Lyndon,3973.0
1285,Bertram,3970.0
1286,Quinten,3969.0
1886,Amaris,3969.0
1887,Belva,3963.0
1888,Areli,3962.0
1889,Katerina,3958.0
1287,Boston,3940.0
1890,Eryn,3940.0
1288,Trinidad,3937.0
1891,Aryana,3937.0
1289,Jerrell,3935.0
1892,Amelie,3931.0
1290,Tariq,3931.0
1291,Reyes,3927.0
1292,Leandro,3925.0
1893,Marilee,3920.0
1894,Kassie,3919.0
1293,Connie,3918.0
1895,Magnolia,3915.0
1896,Concepcion,3912.0
1294,Sincere,3911.0
1295,Menachem,3910.0
1296,Alexzander,3907.0
1297,Lucien,3906.0
1897,Sloane,3902.0
1298,Infant,3901.0
1898,Lindy,3901.0
1299,Sydney,3897.0
1899,Janay,3895.0
1300,Lemuel,3894.0
1900,Yuliana,3893.0
1901,Tanesha,3891.0
1904,Kandice,3887.0
1903,Karon,3887.0
1902,Chantelle,3887.0
1905,Alva,3885.0
1301,Franco,3884.0
1302,Abe,3879.0
1906,Caryl,3878.0
1303,Cannon,3873.0
1304,Javion,3872.0
1907,Jessenia,3870.0
1908,Hellen,3869.0
1909,Chyna,3866.0
1910,Keila,3863.0
1911,Garnet,3857.0
1913,Zion,3854.0
1912,Janeen,3854.0
1914,Isela,3850.0
1915,Jenelle,3847.0
1305,Otha,3846.0
1916,Felisha,3845.0
1917,Ivana,3842.0
1306,Thad,3838.0
1918,Lakeshia,3837.0
1919,Leia,3836.0
1307,Chauncey,3835.0
1308,Seamus,3833.0
1309,Tory,3830.0
1920,Tena,3826.0
1310,Yehuda,3826.0
1921,Elia,3824.0
1311,Reagan,3823.0
1312,Theo,3820.0
1922,Jessika,3815.0
1923,Blake,3810.0
1924,Jasmyn,3804.0
1925,Shanta,3802.0
1313,Jacky,3799.0
1926,Samira,3798.0
1314,Olen,3793.0
1315,Jerold,3791.0
1927,Georgiana,3790.0
1316,Dwain,3785.0
1317,Rosendo,3783.0
1928,Marlo,3783.0
1929,Cory,3783.0
1930,Rikki,3777.0
1931,Anthony,3777.0
1932,Sanaa,3774.0
1933,Tatianna,3771.0
1318,Tre,3769.0
1934,Sabina,3763.0
1935,Star,3762.0
1936,Abagail,3762.0
1319,Abdullah,3761.0
1937,Kelsea,3761.0
1938,Hailie,3759.0
1939,Jazlynn,3753.0
1320,Omer,3752.0
1940,Juliann,3751.0
1321,Edison,3751.0
1941,Sommer,3750.0
1942,Terese,3748.0
1944,Dasia,3747.0
1943,Raelyn,3747.0
1322,Jair,3746.0
1945,Jayde,3742.0
1946,Juli,3741.0
1947,Magdalene,3738.0
1948,Mozelle,3737.0
1324,Lenny,3736.0
1949,Breonna,3736.0
1323,Finnegan,3736.0
1951,Tristan,3733.0
1950,Selene,3733.0
1325,Margarito,3731.0
1952,Domonique,3731.0
1953,Rosalia,3728.0
1954,Lupita,3725.0
1326,Niko,3723.0
1955,Latonia,3723.0
1956,Lilianna,3721.0
1957,Ashli,3720.0
1327,Enoch,3715.0
1958,Danae,3713.0
1959,Lavern,3712.0
1960,Breann,3705.0
1961,Thea,3700.0
1962,Lashanda,3697.0
1328,Amare,3696.0
1963,Ronnie,3695.0
1964,Taniya,3691.0
1965,Sunny,3691.0
1966,Nanci,3690.0
1329,Jerod,3690.0
1967,Kesha,3689.0
1330,Yusuf,3683.0
1968,Miya,3681.0
1970,Akira,3679.0
1969,Makena,3679.0
1971,Leyla,3679.0
1972,Vernice,3674.0
1973,Sky,3670.0
1331,Khalid,3669.0
1974,Ginny,3669.0
1975,Shelbi,3665.0
1332,Lucius,3663.0
1976,Emerald,3659.0
1977,Darci,3657.0
1978,Teressa,3657.0
1979,Natalya,3657.0
1980,Alize,3645.0
1982,Malaysia,3644.0
1981,Infant,3644.0
1984,Mercy,3643.0
1983,Marlen,3643.0
1985,Cinthia,3642.0
1333,Abdul,3642.0
1334,Giuseppe,3641.0
1335,Donn,3636.0
1986,Carolann,3632.0
1987,Moira,3629.0
1988,Winter,3621.0
1989,Mariel,3618.0
1990,Alani,3615.0
1991,Yahaira,3613.0
1992,Thomas,3612.0
1993,Niki,3610.0
1994,Cathie,3609.0
1995,Campbell,3606.0
1336,Samson,3603.0
1996,Nova,3595.0
1337,Layton,3591.0
1997,Amirah,3584.0
1998,Leandra,3582.0
1999,Cordelia,3581.0
2000,Gerry,3577.0
2001,Violeta,3577.0
2002,Berta,3573.0
1338,Napoleon,3573.0
2004,Adilene,3573.0
2003,Yasmeen,3573.0
2005,Nicolle,3569.0
2006,Rosita,3565.0
2007,Abigale,3557.0
2008,Stormy,3556.0
1339,Carrol,3550.0
2009,Milan,3550.0
1340,Kylan,3546.0
1341,Aryan,3545.0
2010,Lettie,3542.0
1342,Maximo,3542.0
1343,Mose,3542.0
2011,Oleta,3541.0
1344,Sullivan,3539.0
2012,Erlinda,3534.0
1345,Dallin,3534.0
1346,Mauro,3533.0
2013,Emelia,3533.0
2014,Sydni,3531.0
2015,Corinna,3528.0
1347,Marquez,3527.0
2016,Theda,3521.0
1348,Lacy,3515.0
1349,Yisroel,3510.0
1350,Leif,3508.0
2018,Johnie,3506.0
2019,Cheryle,3506.0
2017,Briley,3506.0
1351,Malakai,3505.0
1352,Turner,3504.0
2021,Bryn,3502.0
2020,Carmel,3502.0
2023,Latricia,3499.0
2022,Livia,3499.0
2024,Marnie,3491.0
1353,Kadin,3486.0
2025,Calista,3486.0
1354,Hobert,3486.0
1355,Mordechai,3484.0
2026,Grecia,3484.0
1356,Rayford,3480.0
1357,Elroy,3472.0
1358,Raymon,3471.0
1360,Dontae,3467.0
1359,Aydan,3467.0
1361,Haywood,3466.0
1362,Lucio,3463.0
1363,Roel,3459.0
2027,Herlinda,3456.0
2028,Jesenia,3455.0
1364,Tad,3455.0
1365,Lindsey,3454.0
1366,Valentino,3452.0
2029,Jason,3450.0
1367,Keyon,3449.0
2030,Linnie,3446.0
1368,Arnoldo,3437.0
1369,Ladarius,3434.0
1370,Trever,3433.0
2031,Gene,3430.0
2032,Charleen,3425.0
2033,Priya,3425.0
2034,Jazmyne,3424.0
2035,Madisen,3424.0
2036,Jocelynn,3422.0
1371,Domenick,3420.0
2038,Brionna,3417.0
2037,Anabella,3417.0
2039,Kayleen,3416.0
2040,Rhianna,3415.0
1373,Lonny,3415.0
1372,Gaylord,3415.0
2041,Katia,3413.0
2042,Shalonda,3412.0
